Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","064","Bhutan","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","993.56","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","173.69","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","1231.83","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","19.18","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0118","Millet","2022","2022","t","602","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","23540","Molasses","2022","2022","t","0","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01442","Mustard seed","2022","2022","t","223.56","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02910","Natural honey","2022","2022","t","37.26","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01653","Nutmeg, mace, cardamoms, raw","2022","2022","t","1693.07","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0117","Oats","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01239.01","Okra","2022","2022","t","32.2","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","264.8","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01253.01","Onions and shallots, green","2022","2022","t","257.81","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01323","Oranges","2022","2022","t","18466.6","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01241.90","Other beans, green","2022","2022","t","1533.29","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","37.03","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","1168.16","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","2998.69","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","546.97","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","3913.39","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01317","Papayas","2022","2022","t","121.53","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01345","Peaches and nectarines","2022","2022","t","515.31","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01342.01","Pears","2022","2022","t","760.24","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01705","Peas, dry","2022","2022","t","987.74","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01242","Peas, green","2022","2022","t","316.73","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01359.01","Persimmons","2022","2022","t","94.69","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01318","Pineapples","2022","2022","t","97.76","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01346","Plums and sloes","2022","2022","t","312.01","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01510","Potatoes","2022","2022","t","31145.61","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01235","Pumpkins, squash and gourds","2022","2022","t","4528.13","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01194","Quinoa","2022","2022","t","18","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02951.03","Raw hides and skins of buffaloes","2022","2022","t","25.8","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","364.44","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","46.32","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","6.39","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02211","Raw milk of cattle","2022","2022","t","43523","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0113","Rice","2022","2022","t","41049.13","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","0.77","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","22110.02","Skim milk of cows","2022","2022","t","28955.9","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0141","Soya beans","2022","2022","t","57.67","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01802","Sugar cane","2022","2022","t","229.19","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01445","Sunflower seed","2022","2022","t","1.72","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01530","Sweet potatoes","2022","2022","t","27.89","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01550","Taro","2022","2022","t","23","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01234","Tomatoes","2022","2022","t","205.63","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01970","Unmanufactured tobacco","2022","2022","t","219.95","I","Imputed value",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01376","Walnuts, in shell","2022","2022","t","129.43","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01221","Watermelons","2022","2022","t","94.23","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2022","2022","t","769.78","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","01540","Yams","2022","2022","t","56.84","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01341","Apples","2022","2022","t","2795.14","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01311","Avocados","2022","2022","t","12514.26","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01312","Bananas","2022","2022","t","308180.58","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0115","Barley","2022","2022","t","47158.87","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01701","Beans, dry","2022","2022","t","105322.33","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","24310.01","Beer of barley, malted","2022","2022","t","355500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01377","Brazil nuts, in shell","2022","2022","t","34026.59","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01702","Broad beans and horse beans, dry","2022","2022","t","13000.62","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01243","Broad beans and horse beans, green","2022","2022","t","40076.47","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22241.01","Butter of cow milk","2022","2022","t","1544.45","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22230.04","Buttermilk, dry","2022","2022","t","415.03","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01212","Cabbages","2022","2022","t","4731.31","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01251","Carrots and turnips","2022","2022","t","91312.28","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01520.01","Cassava, fresh","2022","2022","t","216589.57","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","14928.3","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01213","Cauliflowers and broccoli","2022","2022","t","811.36","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01199.90","Cereals n.e.c.","2022","2022","t","781.95","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22254","Cheese from milk of goats, fresh or processed","2022","2022","t","4652.94","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2022","2022","t","5909.63","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01344.02","Cherries","2022","2022","t","899.15","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01373","Chestnuts, in shell","2022","2022","t","82720.73","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01703","Chick peas, dry","2022","2022","t","575.53","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","11862.74","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01640","Cocoa beans","2022","2022","t","5791.55","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01610","Coffee, green","2022","2022","t","23238.78","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01921.02","Cotton lint, ginned","2022","2022","t","2576","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0143","Cotton seed","2022","2022","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","2168","Cottonseed oil","2022","2022","t","552.56","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","4821.15","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","45382.03","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","2138.91","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","4155.69","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","9761.42","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","t","49903.25","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21511.01","Fat of pigs","2022","2022","t","6143.2","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01315","Figs","2022","2022","t","662.09","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21515","Goat fat, unrendered","2022","2022","t","444.24","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01330","Grapes","2022","2022","t","27523.83","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01290.01","Green corn (maize)","2022","2022","t","26152.77","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01252","Green garlic","2022","2022","t","2557.75","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2022","2022","t","412.17","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0142","Groundnuts, excluding shelled","2022","2022","t","26567.39","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","108591.95","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","2171839","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01322","Lemons and limes","2022","2022","t","32628.18","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01214","Lettuce and chicory","2022","2022","t","18341.77","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01441","Linseed","2022","2022","t","65.56","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0112","Maize (corn)","2022","2022","t","985620.8","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01316","Mangoes, guavas and mangosteens","2022","2022","t","17766.28","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21700.02","Margarine and shortening","2022","2022","t","22020.75","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","298566","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","537247","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","7733","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21117.02","Meat of other domestic camelids, fresh or chilled","2022","2022","t","16410","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21119.01","Meat of other domestic rodents, fresh or chilled","2022","2022","t","5269.59","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","122864","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2022","2022","t","179.15","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","31376","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","23540","Molasses","2022","2022","t","84700.72","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02910","Natural honey","2022","2022","t","702.66","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01950.01","Natural rubber in primary forms","2022","2022","t","2700","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0117","Oats","2022","2022","t","22345.87","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","140081.84","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01323","Oranges","2022","2022","t","188971.62","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01241.90","Other beans, green","2022","2022","t","1323.26","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","3071.34","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","3482.85","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","4962.18","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01317","Papayas","2022","2022","t","17958.94","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01345","Peaches and nectarines","2022","2022","t","59019.32","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01342.01","Pears","2022","2022","t","1941.84","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01705","Peas, dry","2022","2022","t","5377.76","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01242","Peas, green","2022","2022","t","22500.65","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01651","Pepper (Piper spp.), raw","2022","2022","t","27.13","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01318","Pineapples","2022","2022","t","86513.6","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01313","Plantains and cooking bananas","2022","2022","t","484875.06","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01346","Plums and sloes","2022","2022","t","4208.5","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01321","Pomelos and grapefruits","2022","2022","t","3803.99","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01510","Potatoes","2022","2022","t","1243912.95","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01235","Pumpkins, squash and gourds","2022","2022","t","24484.2","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01930.02","Pyrethrum, dried flowers","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01342.02","Quinces","2022","2022","t","130","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01194","Quinoa","2022","2022","t","44707.16","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","2351f","Raw cane or beet sugar (centrifugal only)","2022","2022","t","516326.28","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","43590.64","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","2303.45","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","9761.42","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02211","Raw milk of cattle","2022","2022","t","569106.93","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02292","Raw milk of goats","2022","2022","t","29353.97","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02291","Raw milk of sheep","2022","2022","t","31233.19","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0113","Rice","2022","2022","t","608680.66","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0116","Rye","2022","2022","t","279.5","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01921.01","Seed cotton, unginned","2022","2022","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01444","Sesame seed","2022","2022","t","12327.05","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","1882.56","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","2058","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22212","Skim milk and whey powder","2022","2022","t","1993.57","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22110.02","Skim milk of cows","2022","2022","t","39714.42","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0114","Sorghum","2022","2022","t","595336.74","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01344.01","Sour cherries","2022","2022","t","71.69","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","2161","Soya bean oil","2022","2022","t","407417.61","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0141","Soya beans","2022","2022","t","3457143.79","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01354","Strawberries","2022","2022","t","3307.43","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01802","Sugar cane","2022","2022","t","9659111.34","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01445","Sunflower seed","2022","2022","t","210473.05","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21631.01","Sunflower-seed oil, crude","2022","2022","t","90100","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01530","Sweet potatoes","2022","2022","t","4512.22","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","21523","Tallow","2022","2022","t","1928.74","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01324","Tangerines, mandarins, clementines","2022","2022","t","231703.4","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01620","Tea leaves","2022","2022","t","1198.58","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01234","Tomatoes","2022","2022","t","86837.16","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01970","Unmanufactured tobacco","2022","2022","t","1184.32","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","01221","Watermelons","2022","2022","t","60123.8","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2022","2022","t","310729.65","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","22211","Whole milk powder","2022","2022","t","16231.66","I","Imputed value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","24212.02","Wine","2022","2022","t","9611.45","I","Imputed value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01371","Almonds, in shell","2022","2022","t","18","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","t","793.09","E","Estimated value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01341","Apples","2022","2022","t","211101","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01343","Apricots","2022","2022","t","4117","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01311","Avocados","2022","2022","t","1037.94","I","Imputed value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0115","Barley","2022","2022","t","89610","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01701","Beans, dry","2022","2022","t","5793","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","24310.01","Beer of barley, malted","2022","2022","t","90000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01192","Buckwheat","2022","2022","t","442","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","22241.01","Butter of cow milk","2022","2022","t","190","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","22230.04","Buttermilk, dry","2022","2022","t","20.34","I","Imputed value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01212","Cabbages","2022","2022","t","37575","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01251","Carrots and turnips","2022","2022","t","8294","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","893.25","I","Imputed value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01199.90","Cereals n.e.c.","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","22251.01","Cheese from whole cow milk","2022","2022","t","8864","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01344.02","Cherries","2022","2022","t","25364","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01373","Chestnuts, in shell","2022","2022","t","1802.28","E","Estimated value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01703","Chick peas, dry","2022","2022","t","5364.4","E","Estimated value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01691","Chicory roots","2022","2022","t","101.55","I","Imputed value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","t","24248.06","E","Estimated value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","22113","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01460","Coconuts, in shell","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01706","Cow peas, dry","2022","2022","t","217.19","E","Estimated value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","23142","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","1965.15","I","Imputed value",""
